,产品标题,一级类目,二级类目,三级类目,Unnamed: 4,注：①一级类目系统可匹配，分为“服装”或“美妆”，服装类目数据对我们有研究意义                        ②“三级类目”为搜索产品标题关键字得到，可直接作为抓取分类依据,二级品类结果
3249,半高领毛衣女宽松纯色麻花针织衫长袖套头上衣秋冬女新款打底衫【DB】f115,女装,上衣,打底衫,,,上衣
3250,半高领毛衣女春款套头插肩长袖纯色内搭加厚打底针织衫【DB】f964,女装,上衣,针织衫,,,其它
3251,半高领毛衣女秋冬套头宽松拼色中长款加厚针织打底衫长袖上衣,女装,上衣,打底衫,,,上衣
3252,半高领金丝绒打底衫女长袖2018新款秋冬洋气女装韩版修身t恤上衣,女装,上衣,打底衫,,,其它
3253,半高领针织连衣裙2019秋冬季新款拼接假两件毛衣裙【DB】,女装,连衣裙,连衣裙,,,连衣裙
3254,半高领长款毛衣女2018新款韩版宽松加厚中长款过膝秋冬针织连衣裙z136,女装,连衣裙,连衣裙,,,连衣裙
3255,单品上衣唐装女冬季加厚加绒中国风复古蕾丝旗袍长袖短款妈妈打底衫【DB】,女装,上衣,打底衫,,,上衣
3256,单品裤子纯色PU皮显瘦修身气质直筒短裤2018年冬季裤子【DB】g973,女装,裤子,短裤,,,裤子
3257,单肩包包包女2018新款女包潮流欧美纯色手提包,女装,包包,单肩包,,,包包
3258,单肩包女大包欧美潮流女包大容量,女装,包包,单肩包,,,包包
3259,单鞋女2018夏季韩版低跟百搭尖头蝴蝶结女鞋浅口平底鞋休闲小皮鞋,女装,鞋,平底鞋,,,鞋
3260,单鞋女2018新款夏季韩版尖头蝴蝶结平底鞋松糕底百搭水钻休闲鞋,女装,鞋,平底鞋,,,鞋
3261,卫衣套装女春秋2019新款宽松长袖时尚韩版连帽秋季运动休闲两件套h478,女装,套装,套装,,,套装
3262,卫衣女2019新款假两件套韩版宽松拼接外套女撞色百搭长袖上衣拉链【DB】【DM】f631,女装,外套,外套,,,上衣
3263,卫衣女大码女装韩版胖mm长袖加绒上衣中长款宽松加厚打底衫,女装,上衣,打底衫,,,上衣
3264,卫衣女短款2019春秋新款韩版宽松套头bf慵懒风假两件连帽外套BMDF-3,女装,外套,外套,,,外套
3265,卫衣女连帽2019新款春装宽松长袖上衣时尚显瘦打底衫女h903,女装,上衣,打底衫,,,上衣
3266,卫衣女连帽中长款2018新款韩版宽松长袖开衫超火上衣外套潮,女装,上衣,开衫,,,上衣
3267,卫衣女连帽秋冬2018新款韩版宽松加厚毛茸茸上衣女毛绒外套,女装,外套,外套,,,上衣
3268,卫衣妈妈抓绒长袖摇粒绒外套冬季加厚宽松大码上衣服【DM】,女装,外套,外套,,,外套
3269,卫衣妈妈抓绒长袖摇粒绒外套冬季加厚宽松大码上衣服【DM】h368,女装,外套,外套,,,外套
3270,卫衣连衣裙子2018新款连帽镂空洋气遮肚子胖妹妹大码秋装胖mm,女装,连衣裙,连衣裙,,,连衣裙
3271,印花中长裙秋2018气质女装时尚修身名媛九分袖连衣裙,女装,连衣裙,连衣裙,,,连衣裙
3272,印花仿真丝衬衫女长袖欧洲站2019春装新款衬衣仿桑蚕丝修身豹纹上衣潮,女装,上衣,衬衫,,,上衣
3273,印花仿真丝连衣裙2019春装新款女装名媛气质复古风长款裙子,女装,连衣裙,连衣裙,,,裙子
3274,印花假两件加绒卫衣女2018新款秋装长袖大码韩版中长款打底衫,女装,上衣,打底衫,,,上衣
3275,印花加绒卫衣女中长款2019新款女加厚保暖韩版宽松百搭冬季a字外套【DB】【DM】f680,女装,外套,外套,,,外套
3276,印花拉链棉衣纯色简约2018年冬季休闲时尚潮流舒适长袖中长款口袋f471,女装,外套,棉衣,,,其它
3277,印花摩登翅膀女包2018新款潮斜跨小包韩版单肩手提女包包,女装,包包,包包,,,包包
3278,印花时尚气质百搭V领2018年秋季中长款不规则优雅两件套,女装,套装,两件套,,,套装
3279,印花网纱打底衫女长袖大码t恤时尚上衣2018秋季新款洋气小衫【DB】g842,女装,上衣,打底衫,,,上衣
3280,印花衬衫女长袖秋冬2018新款上衣复古气质修身衬衣,女装,上衣,衬衫,,,上衣
3281,印花衬衫女长袖翻领2019新款春装上衣修身显瘦气质衬衣【DB】h514,女装,上衣,衬衫,,,上衣
3282,印花长袖碎花连衣裙女长款过膝2018秋装新款修身气质复古大码长裙【DM】,女装,连衣裙,连衣裙,,,其它
3283,印花长袖碎花连衣裙女长款过膝2018秋装新款修身气质复古大码长裙【DM】h455,女装,连衣裙,连衣裙,,,其它
3284,印花雪纺衬衫女2019新款气质V领上衣长袖显瘦打底衬衣【DB】,女装,上衣,衬衫,,,上衣
3285,厚底内增高新款运动保暖鞋韩版时尚百搭加绒厚底松糕休闲女鞋WLDF-4,女装,鞋,鞋,,,鞋
3286,厚底小白鞋女2018新款百搭韩版港风板鞋夏运动鞋,女装,鞋,运动鞋,,,鞋
3287,原创休闲假两件大码女装时尚减龄拼接连衣裙2019年春季新款裙子【DB】【DM】f543,女装,连衣裙,连衣裙,,,裙子
3288,原创大码前短后长宽松2019春装印花雪纺衫宽松遮肚女打底上衣【DB】【DM】,女装,上衣,雪纺衫,,,上衣
3289,原创大码文艺休闲V领荷叶袖印花雪纺衫宽松上衣女2018夏装,女装,上衣,雪纺衫,,,上衣
3290,原创白玉菩提根女款佛珠手串原子念珠A货绿菩提根莲花菩提手链,女装,配饰,手链,,,配饰
3291,原宿风卫衣女长袖2018新款宽松韩版慵懒外套头春秋季连帽衫,女装,外套,外套,,,外套
3292,双层假透肉打底裤加绒加厚光腿隐形神器f899,女装,裤子,打底裤,,,裤子
3293,双肩包2018新款PU软皮学生书包旅行背包潮,女装,包包,背包,,,包包
3294,双肩包2018新款欧美风学生书包PU旅行背包潮,女装,包包,背包,,,包包
3295,双肩包女2018新款个性时尚民族风刺绣软皮旅行包包休闲背包,女装,包包,背包,,,包包
3296,双肩包女2018新款时尚韩版百搭旅行背包简约软皮女士包包大容量潮,女装,包包,背包,,,包包
3297,双肩包女2018新款潮韩版简约时尚百搭包包大容量书包软皮休闲背包,女装,包包,背包,,,包包
3298,双肩包女2019新款韩版时尚手提单肩多功能旅行贝壳背包,女装,包包,背包,,,包包
3299,双肩包女包包2018新款潮牛津布韩版百搭时尚休闲女士背包学生书包,女装,包包,背包,,,包包
3300,双肩包女士韩版防水牛津布迷你百搭印花妈妈小背包潮7013,女装,包包,背包,,,包包
3301,双肩包女新款时尚百搭防水牛津布学院书包韩版简约大容量旅行背包,女装,包包,背包,,,包包
3302,双肩包女防水尼龙布背包大容量欧美简约速卖通爆款男女皆可书包,女装,包包,背包,,,包包
3303,双肩包女韩版学院风学生百搭2018新款蝴蝶结软皮防盗书包,女装,包包,书包,,,包包
3304,双面可戴女子夏季遮阳帽可折叠户外海边沙滩帽出游防晒太阳帽,女装,日用,太阳帽,,,日用
3305,双面穿蕾丝中长款半身裙早秋女2018新款网纱百褶裙子两面穿半截裙h294,女装,裙子,半身裙,,,裙子
3306,双面绒卫衣2018新款女长袖连帽韩版中长款宽松刺绣加绒加厚外套潮,女装,外套,外套,,,外套
3307,双面绒卫衣女2018秋冬新款韩版中长款宽松加绒保暖外套女上衣开衫,女装,上衣,开衫,,,上衣
3308,双面绒卫衣女2018秋冬新款韩版中长款宽松加绒保暖外套女上衣开衫h431,女装,上衣,开衫,,,上衣
3309,可爱帽子女秋冬天潮毛线帽韩版休闲百搭甜美韩版韩国青年针织帽,女装,日用,帽子,,,日用
3310,吊带背心女2019春夏新款韩版外穿V领内搭上衣百搭打底衫,女装,上衣,打底衫,,,上衣
3311,同款连体塑身衣美体束身衣提臀性感蕾丝收腹产后塑身内衣女,女装,日用,内衣,,,日用
3312,名媛v领黑色连衣裙修身显瘦气质网纱长裙女秋冬2018新款内搭打底裙子c182,女装,连衣裙,连衣裙,,,连衣裙
3313,名媛半高领毛衣女套头中长款假两件套毛衣裙g469,女装,套装,两件套,,,套装
3314,名媛气质印花连衣裙2019春新款女装七分袖一字领修身长裙【DB】,女装,连衣裙,连衣裙,,,其它
3315,名族风加绒加厚单穿打底连衣裙,女装,连衣裙,连衣裙,,,连衣裙
3316,后脱式性感蕾丝连体塑身衣薄收腹收腰塑身连体衣如厕方便,女装,日用,塑身衣,,,日用
3317,后脱式提花高腰收腹裤产后美人提臀收胃塑身计蕾丝边内裤女薄款,女装,日用,内裤,,,日用
3318,后脱燃美连体塑身衣人无痕收腹计塑身连体衣瘦脂中脉美体衣,女装,日用,美体衣,,,日用
3319,后脱连体塑身 燃瘦收腹托胸束身内衣 便脱脂美体内衣,女装,日用,内衣,,,日用
3320,呢子外套大码夹棉加厚保暖2018冬季必备中老年妈妈装优质呢大衣【DB】f758,女装,外套,大衣,,,外套
3321,呢子大衣中长款2018新款过膝毛呢韩版外套女冬季修身气质格子,女装,外套,大衣,,,其它
3322,呢子大衣西装领中长款修身显瘦2019春装新品纯色女式上衣【DB】f747,女装,外套,大衣,,,上衣
3323,呢子裤子女秋冬2018新款萝卜韩版毛呢小脚哈伦裤宽松外穿直筒f299,女装,裤子,哈伦裤,,,裤子
3324,品质蕾丝微喇叭裤大码打底九分裤显廋休闲阔腿女裤,女装,裤子,女裤,,,裤子
3325,品质蕾丝微喇叭裤大码打底九分裤显廋休闲阔腿女裤i017,女装,裤子,女裤,,,裤子
3326,哈伦牛仔裤女春秋2019新款韩版显瘦宽松大码百搭萝卜长裤,女装,裤子,牛仔裤,,,裤子
3327,哈伦皮裤女宽松休闲裤女束脚裤修身显瘦pu皮裤小脚裤,女装,裤子,小脚裤,,,裤子
3328,哈伦裤女2018秋季新款裤子韩版大码胖妹妹色休闲裤h459,女装,裤子,哈伦裤,,,裤子
3329,哈伦裤女2019春装新款长裤高腰弹力大码胖mm宽松显瘦小脚裤【DM】【DB】e107,女装,裤子,小脚裤,,,裤子
3330,哈伦裤女秋韩版九分裤宽松休闲萝卜裤子大码胖mm灯笼长裤,女装,裤子,哈伦裤,,,裤子
3331,唐装女春装两件套中国风改良旗袍上衣毛呢汉服外套女裤子秋冬套装【DB】f463,女装,外套,外套,,,套装
3332,唐装绣花小棉衣妈妈装冬装棉衣外套中老年大码加厚保暖棉袄中国风,女装,外套,棉衣,,,外套
3333,喇叭裤女长裤2018春装新款高腰显瘦黑色直筒西裤休闲裤,女装,裤子,长裤,,,裤子
3334,喇叭裤子女2019春款新韩版微喇叭裤女高腰显瘦时尚黑色长裤(送腰带）【DB】h483,女装,裤子,长裤,,,日用
3335,四色可选蕾丝V领修身套装曲线美女人味两件套,女装,套装,套装,,,套装
3336,四色蕾丝撞色女士优雅居家内衣套装两件套,女装,日用,内衣,,,套装
3337,围巾围脖冬季潮流韩版可爱保暖秋冬季新款皮草围巾女,女装,配饰,围巾,,,配饰
3338,围巾围脖冬季潮流韩版可爱保暖秋冬季新款皮草围巾女z235,女装,配饰,围巾,,,配饰
3339,圆头粗跟女靴2018秋冬新款气质高跟靴蕾丝系带短筒靴时尚马丁靴潮,女装,鞋,靴,,,鞋
3340,圆领T恤女长袖绣花2018新款韩版显瘦宽松体恤打底衫女士上衣,女装,上衣,打底衫,,,上衣
3341,圆领打底衫长袖t恤女宽松秋冬上衣初秋装2018新款韩版百搭小衫潮【DB】【DM】,女装,上衣,打底衫,,,上衣
3342,圆领打底衫长袖t恤女宽松秋冬上衣初秋装2018新款韩版百搭小衫潮【DB】【DM】h936,女装,上衣,打底衫,,,上衣
3343,圆领蕾丝拼接显瘦连衣裙子大码女装2019早春新款胖mm时尚气-BMDF【DM】,女装,连衣裙,连衣裙,,,连衣裙
3344,圆领连衣裙妈妈装2018新款秋裙女中长款气质显瘦长裙过膝收腰,女装,连衣裙,连衣裙,,,连衣裙
3345,坠感毛呢阔腿裤女秋冬九分裤高腰直筒裤大码宽松女裤子d156,女装,裤子,阔腿裤,,,裤子
3346,坡跟侧拉链马丁靴女2018秋冬季新款英伦风百搭舒适f738,女装,鞋,靴,,,鞋
3347,垂坠感喇叭裤2018新款秋冬微喇裤毛呢九分裤修身显瘦格子直筒裤子XKNW-6164【DM】,女装,裤子,九分裤,,,裤子
3348,垂坠感毛呢阔腿裤女秋冬季2018新款高腰宽松时尚九分裤子f313,女装,裤子,阔腿裤,,,裤子
3349,垂感阔腿裤女高腰休闲裤直筒裤长裤西装裤长裤,女装,裤子,阔腿裤,,,裤子
3350,堆堆领毛衣女修身长袖打底衫秋冬短款针织高领大码套头毛衣女【DB】g488,女装,上衣,打底衫,,,上衣
3351,塑身美腿无缝锦纶加绒加厚保暖裤秋冬新款打底裤女,女装,裤子,打底裤,,,裤子
3352,塑身衣显瘦收腹上衣无痕美体产后收腰修身时尚女塑身衣,女装,上衣,上衣,,,日用
3353,增高加薄绒短靴女2018秋冬新款靴子女马丁靴英伦风粗跟短靴子WLDF-3,女装,鞋,短靴,,,鞋
3354,增高厚底舒适温暖2018冬季新款百搭加绒小白鞋女休闲鞋女韩版保暖鞋子板鞋WLDF-3,女装,鞋,休闲鞋,,,鞋
3355,复古印花风衣2018新款麂皮绒系带中长款外套修身显瘦气质大衣g566,女装,外套,风衣,,,外套
3356,复古印花鹿皮绒外套女 2018新款中国风系带长款风衣显瘦大衣,女装,外套,风衣,,,外套
3357,复古格子西装外套女韩版2018秋新款休闲宽松chic小西装格纹西服,女装,外套,外套,,,外套
3358,复古民族风气质阔太太连衣裙妈妈加绒减龄加厚长裙遮肚子【DM】,女装,连衣裙,连衣裙,,,连衣裙
3359,复古流苏提花绒大翻领针织开衫女披肩外套大码中长款披风外搭,女装,上衣,开衫,,,外套
3360,复古流苏提花绒大翻领针织开衫女披肩外套大码中长款披风外搭h259,女装,上衣,开衫,,,外套
3361,复古绣花长款过膝棉袄女式冬装新款加厚保暖气质显瘦棉衣棉服【DB】【DM】f962,女装,外套,棉服,,,外套
3362,复古绣花长款过膝棉袄女式冬装新款加厚保暖气质显瘦棉衣棉服【DB】【DM】h284,女装,外套,棉服,,,外套
3363,复古连衣裙大码女装2019春季新款中长款中国风阔太太气质大码长裙【DM】,女装,连衣裙,连衣裙,,,连衣裙
3364,夏季冰丝凉爽针织衫女套头宽松短款薄款T恤,女装,上衣,针织衫,,,上衣
3365,夏季女士太阳帽防晒帽出游户外遮阳帽子 韩版折叠大沿沙滩帽百搭,女装,日用,帽子,,,日用
3366,夏季女装短款性感吊带睡衣套装女高腰阔腿短裤家居服两件套,女装,日用,睡衣,,,日用
3367,夏季小包包2018新款手提包中老年妈妈包女士百搭单肩斜挎包,女装,包包,手提包,,,包包
3368,夏季新款中老年女装短袖T恤中年女士宽松大码妈妈装圆领印花上衣,女装,上衣,T恤,,,上衣
3369,夏季新款镂空针织女套头短款圆领宽松百搭薄款蝙蝠衫t恤纯色上衣,女装,上衣,T恤,,,上衣
3370,夏季新款高跟单鞋韩版百搭绒面吊坠水钻一字扣带浅口中跟粗跟女鞋,女装,鞋,单鞋,,,鞋
3371,夏季薄款内衣女无钢圈文胸透气聚拢收副乳防下垂前扣大码胸罩后扣,女装,日用,文胸,,,日用
3372,夏季超薄棉杯款聚拢无海绵无钢圈透气莲孔杯调整型女内衣文胸罩,女装,日用,文胸,,,日用
3373,夏季防晒披肩开车骑车印花防晒袖套遮阳沙滩披肩,女装,配饰,披肩,,,配饰
3374,夏季雪纺衫女圆领碎花短袖网纱凉爽洋气小衫韩版大码遮肚子上衣潮,女装,上衣,雪纺衫,,,上衣
3375,夏装2018新款大码条纹短袖t恤女胖mm连帽体恤中袖洋气大码女装潮,女装,上衣,T恤,,,上衣
3376,夏装女装2018新款短袖t恤裙夏季韩版ulzzang宽松学生百搭上衣服潮,女装,上衣,T恤,,,上衣
3377,夏装蕾丝两件套女装夏季韩版套装妈妈装连衣裙,女装,连衣裙,连衣裙,,,套装
3378,夏超薄款无痕提臀高腰塑身美体裤束身裤产后蕾丝收腹内裤女士,女装,日用,美体裤,,,日用
3379,外套女2018秋冬季新款韩版格子加厚中长款百搭毛呢上衣g195,女装,外套,外套,,,上衣
3380,外套女2018秋冬季新款韩版格子加厚中长款百搭毛呢上衣h322,女装,外套,外套,,,上衣
3381,外套女春秋中长款宽松百搭2019新款女装韩版春季薄款上衣春装女士i064,女装,外套,外套,,,上衣
3382,外套女春秋冬季2018新款港风风衣宽松百搭中长款春季学院风BMDF-4,女装,外套,风衣,,,外套
3383,外套女短款2019春季新款韩版宽松百搭休闲棒球服矮个子夹克上衣服h545,女装,外套,外套,,,外套
3384,外套斗篷宽松大码加绒中长款印花毛呢子外套女f534,女装,外套,外套,,,外套
3385,外套春秋季新款2018夹克韩版学生三道杠外衣潮流【DM】,女装,外套,外套,,,外套
3386,外搭毛衣女针织衫雪花款式开衫个性上衣V领小外套披衫潮,女装,上衣,开衫,,,上衣
3387,外搭毛衣女针织衫雪花款式开衫个性上衣V领小外套披衫潮h207,女装,上衣,开衫,,,上衣
3388,外穿九分打底裤女学生宽松高腰小脚铅笔裤紧身弹力显瘦大码长裤,女装,裤子,铅笔裤,,,裤子
3389,外穿打底裤200斤大码女装牛仔长裤春秋款小脚铅笔女裤子,女装,裤子,打底裤,,,裤子
3390,外穿打底裤加绒加厚 女士拼接pu皮裤秋冬款长裤小脚裤修身【DB】,女装,裤子,小脚裤,,,裤子
3391,外穿铅笔裤驼棉显瘦保暖大码裤子2018新款秋冬季修身加厚保暖棉裤【DB】,女装,裤子,铅笔裤,,,裤子
3392,外穿铅笔裤驼棉显瘦保暖大码裤子2018新款秋冬季修身加厚保暖棉裤【DB】g729,女装,裤子,铅笔裤,,,裤子
3393,外穿魔术打底裤薄款小脚铅笔裤子女韩版高腰修身休闲长裤,女装,裤子,铅笔裤,,,裤子
3394,外贸粗高跟短靴2018秋冬新款尖头磨砂单靴拼色短筒女靴马丁靴,女装,鞋,短靴,,,鞋
3395,多功能女包韩版时尚机车包纯色邮差手提包冬季新款单肩包双肩背包,女装,包包,单肩包,,,包包
3396,多款可选加厚加绒法兰绒珊瑚绒情侣睡衣保暖两件套,女装,日用,睡衣,,,套装
3397,多用包包女新款韩版百搭软皮双肩包单肩斜挎简约时尚双层小背包,女装,包包,背包,,,包包
3398,大包包新款时尚潮女包斜挎包简约大容量单肩包女士手提包,女装,包包,单肩包,,,包包
3399,大容量女包手提单肩斜挎包旅行百搭大包,女装,包包,斜挎包,,,包包
3400,大容量皮女包包女2018新款复古女士手提包女士包包,女装,包包,手提包,,,包包
3401,大毛领中长款棉服女装韩版加厚保暖棉袄2018年新款棉衣外套潮f653,女装,外套,棉服,,,外套
